api_event_id,api_id,analyst_id,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,region,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities,timestamp
7234919,1,TAS,Strategic developments,Looting/property destruction,Military Forces of Iraq (2020-),,Islamic State (Iraq),,Middle East,Iraq,Anbar,Ramadi,,Ramadi,33.4206,43.3078,Baghdad Today,"Property destruction: On 23 September 2020, the Jazeera operations command, air-backed by the military located and destroyed 1 IS tunnel and 7 IS vehicles as well as 16 explosive devices during a security operation in the Jazeera desert, north of the Euphrates river and north of the Anbar province.",0,1601329862
7234975,1,TAS,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Iraq),,,,Middle East,Iraq,Kirkuk,Dibis,,Altun Kupri,35.7535,44.1436,National Iraqi News Agency,"Around 23 September 2020 (as reported), a number of mortar shells fell in the outskirts of Altun Kupri, Dibis district, Kirkuk province without causing injuries or material damages.",0,1601329862
7234979,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Civilians (Iraq),,Middle East,Iraq,Ninewa,Telafar,,Telafar,36.3809,42.4674,National Iraqi News Agency,"Around 23 September 2020, an unidentified explosive device detonated when a civilian car passed by it in the Telafar district, Ninewa province. Two civilians were injured.",0,1601329862
7234739,1,TAS,Strategic developments,Disrupted weapons use,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Zakho,,Haftanin,37.3128,43.0203,A Haber; Anadolu Agency,"Weapons seizure: Around 23 September 2020, Turkish army forces seized total of 13 IEDs, 4 mortar shells, 2 rocket propelled grenades (RPG) and various other weapons and supplies allegedly belonging to PKK, during the ongoing claw-tiger operation in Haftanin region of Dahuk, Northern Iraq.",0,1601329862
7235001,1,TAS,Battles,Armed clash,Islamic State (Iraq),,Police Forces of Iraq (2020-) Rapid Reaction Force,,Middle East,Iraq,Diyala,Muqdadiyah,,Qaryat Al Urubah,33.7476,44.5373,Shafaaq News,"On 23 September 2020, IS militants attacked a security position of the Emergency Police regiment (Rapid reaction forces) in Al Urubah, Muqdadiyah district, Diyala province. No injuries occurred.",0,1601329862
7235002,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Qasem Al Jabarin,,Civilians (Iraq),Labour Group (Iraq); Military Forces of the United States (2017-); Global Coalition Against Daesh,Middle East,Iraq,Baghdad,Abu Ghraib,,Abu Ghraib,33.2919,44.0692,Shafaaq News,"Around 23 September 2020 (as reported), a convoy carrying logistical materials for the US belonging to a contractor (Iraqi company and drivers) for the Global Coalition was targeted by Qasem Al Jabarin (a newly formed armed group) with an IED on a highway in the Abu Ghraib district, Baghdad province causing material damages only, no injuries.",0,1601329862
7234749,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Muthanna,As Samawah,,As Samawah,31.3059,45.2799,Yaqein; Al Mirbad,"On 23 September 2020, dozens of graduates organized a demonstration in front of the main gate of the Samawah Refinery in As Samawah city in Muthanna province to demand job opportunities. [size=dozens]",0,1601329862
7234750,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Civilians (Iraq),Labour Group (Iraq); Military Forces of the United States (2017-); Global Coalition Against Daesh,Middle East,Iraq,Sala al-Din,Tikrit,,Al Awjah,34.5333,43.7333,Al Sumaria TV; Basnews; Baghdad Today,"On 23 September 2020, a convoy carrying logistical materials for the US belonging to a contractor (Iraqi company and drivers) for the Global Coalition was targeted by an unidentified group with an IED on a highway in Al Awjah, Tikrit district, Saladin province causing material damages only, no injuries.",0,1601329862
7234871,1,TAS,Battles,Armed clash,Military Forces of Iraq (2020-) Popular Mobilization Forces,Islamic Dawa Party,Islamic State (Iraq),,Middle East,Iraq,Sala al-Din,Tikrit,,Al Zlayah,34.5119,43.6781,Al Maloomah,"On 22 September 2020, PMF forces of the 35th brigade (Islamic Dawaa party) repelled an IS attack in the Al Zlayah area, Tikrit district Saladin province. No fatalities/injuries reported by the source.",0,1601329862
7234881,1,TAS,Strategic developments,Looting/property destruction,Unidentified Armed Group (Iraq),,Civilians (Iraq),Government of Iraq (2020-),Middle East,Iraq,Basrah,Al-Qurna,,Qurna,31.0167,47.4333,Al Mirbad,"Property destruction: On 22 September 2020, unidentified armed men targeted the home of the directorate head in the Qurna district, Basrah province using a sound bomb (non-lethal), causing only material damages.",0,1601329862
7234893,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Al Mirbad,"On 22 September 2020, dozens of demonstrators from the reserve list gathered outside the Thi-Qar Oil Refinery in the outskirts of Nassriya City for a second day, demanding to be appointed. Protesters prevented employees from entering and the transport of products. [size=dozens]",0,1601329862
7234900,1,TAS,Riots,Violent demonstration,Rioters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Al Mirbad,"On 22 September 2020, dozens of graduates from technical institutes demonstrated outside the Thi-Qar Oil Company in Nassriya City, demanding to be appointed for a third day. Demonstrators burned tyres, blocked the company building and prevented employees from entering. [size=dozens]",0,1601329862
7234902,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,Al Mirbad,"On 22 September 2020, dozens of engineering graduates demonstrated outside the local government building in Diwaniya City, Qadissiya province demanding to be appointed to work at the Shinafiyah Oil Refinery. [size=dozens]",0,1601329862
7234903,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,Al Mirbad,"On 22 September 2020, dozens of residents of the Hamzah district demonstrated outside the Qadissiya Court of Appeal building in Diwaniya City, to demand the release of two activists from prison after a three-year prison sentence was issued against them. [size=dozens]",0,1601329862
7234907,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 22 September 2020, dozens of engineering graduates demonstrated at the Basrah Oil Company (Makina) in Basrah City and blocked the gates of the building in an escalatory measure to their unmet demands of being appointed after they had been demonstrating peacefully for more than ten days. [size=dozens]",0,1601329862
7234909,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 22 September 2020, workers of the Najibiyah Electricity company located in Basrah City, demonstrated against the allocation of land plots. [size=no report]",0,1601329862
7234945,1,TAS,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,Civilians (Iraq),,Middle East,Iraq,Diyala,Baquba,,Al Abbarah,33.8142,44.6577,Liveuamap,"On 22 September 2020, unidentified armed men killed a civilian in Al Abbarah district, Diyala.",1,1601329862
